cluster,genre,danceability,energy,valence,loudness,track_name,artist_name,popularity
4,Alternative,0.402,0.72,0.503,-4.698,Entertainment,Phoenix,43
0,Hip-Hop,0.631,0.732,0.549,-4.706,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,59
3,Folk,0.527,0.803,0.837,-7.475,Alone but Not Alone,Great Lake Swimmers,45
4,Hip-Hop,0.71,0.562,0.132,-4.676,Life Goes On,Lil Yachty,48
3,Children's Music,0.885,0.204,0.913,-14.054,I Am Special,Kimbo Children's Music,0
4,Comedy,0.519,0.725,0.482,-7.277,The Missile,Mike Birbiglia,32
2,Jazz,0.149,0.137,0.253,-15.349,Auf Wiederseh'n Sweetheart - 2017 Version,Vera Lynn,37
0,Ska,0.315,0.973,0.5,-6.158,Navigating the Windward Passage,The Lawrence Arms,25
3,Anime,0.641,0.828,0.977,-4.762,Ki・mi・ni・mu・chu,EXILE,37
1,Electronic,0.661,0.626,0.0813,-8.705,Like U,Gaullin,51
2,Folk,0.191,0.426,0.0676,-9.877,Woodwork,Sleeping At Last,43
2,Classical,0.444,0.0718,0.291,-22.487,"Piano Trio No.7 In B Flat, Op.97 ""Archduke"": 2. Scherzo (Allegro)",Ludwig van Beethoven,28
2,Soundtrack,0.0942,0.122,0.0378,-16.568,Super 8 Suite,Michael Giacchino,23
0,Reggaeton,0.786,0.618,0.714,-5.621,Hasta Cuando,Towy,27
3,Soul,0.654,0.375,0.87,-10.805,I'm Stone in Love With You,The Stylistics,42
4,Electronic,0.515,0.974,0.0558,-2.461,Swamplex Terrestrial,12th Planet,31
3,R&B,0.802,0.382,0.581,-7.356,North Face,ODIE,65
0,World,0.451,0.591,0.253,-7.608,Uncharted Territory,Don Moen,38
0,Movie,0.383,0.381,0.331,-6.876,From the Stars (Isla's Song),Susan Egan,33
3,Pop,0.75,0.694,0.656,-5.876,One Day At A Time,Quinn XCII,55
0,Indie,0.43,0.882,0.448,-4.305,Tigerblood,Vistas,61
4,Folk,0.46,0.843,0.378,-5.649,Listen To Her Heart,Tom Petty and the Heartbreakers,39
1,Rock,0.529,0.149,0.178,-15.795,Has Anyone Ever Written Anything for You,Stevie Nicks,53
3,Children's Music,0.661,0.403,0.965,-15.43,Here We Go Round the Mulberry Bush - Instrumental,Children Songs Company,0
3,Comedy,0.674,0.545,0.547,-12.548,Day Laborer (Laugh Factory 2010),Al Madrigal,12
3,Ska,0.576,0.931,0.96,-4.105,Bomb Drop,Less Than Jake,40
1,Soundtrack,0.465,0.574,0.196,-11.368,Halo 3: One Final Effort,Martin O'Donnell,43
3,Movie,0.566,0.798,0.96,-7.173,Le Martien - Remastered,Henri Salvador,7
0,Ska,0.266,0.951,0.674,-4.219,Soup Is Good Food (Live),Dead Kennedys,25
0,Opera,0.3,0.416,0.32,-7.534,"Pagliacci / Act 2: ""Sperai, tanto il delirio""",Ruggero Leoncavallo,6
4,Dance,0.634,0.711,0.451,-6.187,Shooting Stars,Bag Raiders,72
2,Soundtrack,0.18,0.0382,0.0593,-22.028,Main Title,Rachel Portman,62
1,Children's Music,0.6,0.329,0.24,-9.123,For All You've Done,The Wonder Kids,0
4,Country,0.631,0.548,0.351,-7.113,We Belong,Nashville Cast,39
1,Opera,0.306,0.416,0.358,-16.129,Manon Lescaut / Act 1: Ma bravo!,Giacomo Puccini,8
4,Electronic,0.681,0.831,0.512,-7.67,Lifting the Building,David Holmes,31
1,Rock,0.543,0.122,0.282,-18.863,Hiding tonight,Alex Turner,47
3,Rap,0.919,0.442,0.485,-7.948,SOME MORE,Future,55
1,Folk,0.682,0.392,0.396,-12.291,Sometimes,Benjamin Francis Leftwich,46
3,Country,0.655,0.871,0.78,-7.252,That's What I Like About You,Trisha Yearwood,36
0,World,0.267,0.83,0.0521,-6.868,Shout Unto God - Live,Hillsong UNITED,32
3,Reggaeton,0.871,0.916,0.852,-4.66,Tuku Taka - Remix,Don Latino,23
4,Rap,0.672,0.704,0.188,-6.628,FOR MY PEOPLE,Joey Bada$$,61
2,Classical,0.462,0.0238,0.232,-30.658,"Improvisations, FP 113: No. 11 in G Minor",Francis Poulenc,2
0,Dance,0.467,0.641,0.239,-4.721,Starts with Goodbye,Carrie Underwood,49
3,Reggaeton,0.786,0.691,0.947,-4.591,No Se Si Es Amor,Reik,31
0,Dance,0.593,0.589,0.306,-6.401,Do You...,Miguel,55
3,Blues,0.764,0.744,0.798,-8.52,Just Dropped In (To See What Condition My Condition Is In),White Denim,36
0,Ska,0.169,0.911,0.489,-10.362,Go Your Own Way,NOFX,27
3,Country,0.804,0.78,0.96,-6.461,Thank God For You,Sawyer Brown,44
4,Comedy,0.524,0.685,0.322,-12.682,Skeleton In Closet,Eddie Murphy,22
4,Comedy,0.595,0.68,0.619,-10.42,3 Types,Tom Segura,35
0,World,0.36,0.759,0.33,-5.489,God Be Praised,Elevation Worship,25
1,Folk,0.578,0.406,0.392,-9.038,Only Memories Remain,My Morning Jacket,46
0,Ska,0.487,0.912,0.601,-6.213,Over the Rainbow,Me First and the Gimme Gimmes,41
3,Dance,0.618,0.92,0.966,-4.529,Come On Over,Shania Twain,51
3,Pop,0.849,0.422,0.624,-13.95,I Get Around,2Pac,71
2,Opera,0.142,0.221,0.0405,-15.847,"I puritani: Act I: A te, o cara",Vincenzo Bellini,6
3,Country,0.742,0.638,0.748,-4.332,Your Man,Josh Turner,71
4,Jazz,0.724,0.932,0.467,-4.995,Warning Shots featuring Sleepy Wonder and Gunjan,Thievery Corporation,34
1,Jazz,0.61,0.359,0.571,-12.542,Why Have I Lost You,Cameo,37
3,Reggae,0.905,0.797,0.766,-7.942,"Could You Be Loved - 12"" Mix",Bob Marley & The Wailers,53
0,Soul,0.511,0.678,0.405,-6.858,Warm Water - Snakehips Remix,BANKS,58
1,Folk,0.494,0.194,0.161,-8.965,Rivers and Roads,The Head and the Heart,70
4,Hip-Hop,0.581,0.83,0.52,-7.032,Point of No Return,Immortal Technique,56
3,Hip-Hop,0.93,0.65,0.403,-6.896,Deepthroat,cupcakKe,62
4,Anime,0.586,0.907,0.422,-3.346,STEP you,Ayumi Hamasaki,34
4,Comedy,0.684,0.966,0.0787,-5.036,The Limits of Dancing,Patton Oswalt,29
1,Jazz,0.758,0.487,0.582,-19.861,Rock'em Sock'em Hop,Blockhead,34
1,Indie,0.634,0.529,0.451,-10.026,I Am The Changer,Cotton Jones,57
1,Movie,0.629,0.0684,0.597,-16.19,Personality,Pearl Bailey,2
2,Classical,0.089,0.00772,0.0362,-34.393,Goodbye to Hawk,Ryuichi Sakamoto,29
0,Blues,0.559,0.435,0.587,-9.524,Bill,Peggy Scott-Adams,28
4,Country,0.548,0.775,0.311,-3.285,Wasted,Carrie Underwood,51
3,R&B,0.808,0.541,0.811,-6.525,Self,Noname,62
3,Alternative,0.528,0.523,0.692,-4.82,Issues/Hold On,Teyana Taylor,65
3,Electronic,0.689,0.874,0.608,-9.383,It Hertz,The Crystal Method,23
2,Comedy,0.47,0.528,0.0634,-20.432,¡Y Ya!...,Franco Escamilla,41
3,Jazz,0.526,0.666,0.783,-10.583,Baby I Love You,KLIM,1
0,Indie,0.538,0.61,0.199,-8.027,Weird Fishes/ Arpeggi,Radiohead,67
0,World,0.445,0.763,0.221,-5.786,This Is Now,Casting Crowns,36
1,Rap,0.782,0.436,0.243,-7.033,Ghostface Killers,21 Savage,76
4,Reggae,0.507,0.595,0.501,-8.784,Concrete Jungle - Live,Bob Marley & The Wailers,38
1,Electronic,0.686,0.435,0.369,-17.898,Evaporate - Live in Berlin,múm,34
2,Classical,0.187,0.183,0.0742,-19.373,"L'Africaine / Act 4: ""Mi batte il cor...O Paradiso!""",Luciano Pavarotti,36
4,World,0.614,0.859,0.407,-5.95,Love Won't Let Me Down - Live,Hillsong Young & Free,38
0,Children’s Music,0.506,0.838,0.248,-5.685,Unbreakable Heart,Three Days Grace,53
1,Folk,0.633,0.361,0.211,-8.343,Part One,Band of Horses,43
3,Country,0.858,0.459,0.722,-10.312,Wipe the Slate Clean,Rittz,42
3,Hip-Hop,0.797,0.627,0.67,-5.815,Uncle Sam Goddamn,Brother Ali,51
0,World,0.673,0.618,0.345,-9.597,Everything (... Is Never Quite Enough),Wasis Diop,28
0,Blues,0.568,0.94,0.878,-4.536,Complexity,Eagles Of Death Metal,42
1,Indie,0.501,0.315,0.52,-11.146,We Won't,Jaymes Young,58
4,Children’s Music,0.485,0.621,0.114,-5.114,Christ Is Risen,Matt Maher,49
0,Alternative,0.602,0.709,0.719,-6.976,Song #3 - Acoustic,Stone Sour,51
4,Soundtrack,0.216,0.67,0.221,-10.44,The Great Mound Battle,Ludwig Goransson,40
0,Country,0.463,0.859,0.577,-5.284,Edge Of A Thunderstorm,Cassadee Pope,37
3,Soul,0.72,0.551,0.712,-5.757,Gorgeous,Izzy Bizu,45
1,Indie,0.539,0.42,0.465,-10.313,Dolphin,Panda Bear,50
2,Classical,0.0986,0.0949,0.0363,-21.002,Nimrod (Lux Aeterna),Edward Elgar,31
4,Pop,0.53,0.942,0.738,-4.224,Video Girl,Jonas Brothers,54
3,Alternative,0.614,0.812,0.726,-5.849,Froot,MARINA,48
3,Blues,0.601,0.574,0.8,-8.166,Ooh La La,Faces,63
4,World,0.535,0.685,0.28,-8.449,Desert Song - Live,Hillsong Worship,33
1,Children’s Music,0.647,0.402,0.237,-9.14,La chispa adecuada (Bendecida 3),Heroes Del Silencio,63
3,Hip-Hop,0.846,0.497,0.796,-10.174,Type of Way,Rich Homie Quan,56
4,Comedy,0.548,0.875,0.37,-4.612,White Rich,Natasha Leggero,24
0,Soul,0.422,0.503,0.476,-9.074,Let's Talk It Over,Lee Fields,46
3,R&B,0.774,0.651,0.561,-4.653,Touch,Pia Mia,57
1,Indie,0.535,0.454,0.287,-7.676,Black and Blue,Elijah Blake,58
3,Reggae,0.864,0.596,0.72,-5.603,Break Us Apart,Stephen Marley,56
4,Comedy,0.461,0.983,0.558,-4.53,Restaurant,Robert Kelly,11
2,Opera,0.223,0.037,0.0373,-28.845,Cendrillon: Ah! Douce enfant,Jules Massenet,10
1,Comedy,0.637,0.432,0.534,-18.556,1990 - Live At Dangerfield's/1989,Andrew Dice Clay,14
4,Soul,0.368,0.683,0.0835,-9.177,Seattle Interlude,Surfaces,37
2,Blues,0.492,0.207,0.147,-18.06,Wild Hearts,KONGOS,28
1,Children's Music,0.721,0.253,0.43,-14.509,Galop,Kimbo Children's Music,0
2,Classical,0.299,0.0514,0.029,-25.372,Miroirs: III. Une Barque sur l'Océan,Maurice Ravel,46
3,Soul,0.799,0.689,0.948,-8.127,The Monkey Time,Major Lance,35
4,Alternative,0.681,0.918,0.551,-4.83,La pachanga,Vilma Palma e Vampiros,60
4,Dance,0.585,0.776,0.427,-5.898,Complicated,Avril Lavigne,77
2,Jazz,0.432,0.0299,0.19,-20.965,Journey Into The Melody,Stanley Turrentine,35
1,Classical,0.519,0.38,0.72,-22.881,Brazil (Aka Aquarela do Brasil),Antônio Carlos Jobim,40
2,Classical,0.404,0.0262,0.0549,-27.899,Lullaby for Rosa,Robert Saxton,48
2,Opera,0.28,0.279,0.335,-14.677,Trios pour le coucher du Roi: Symphonie,Jean-Baptiste Lully,13
4,Comedy,0.711,0.667,0.398,-10.128,A Very Special Seinfeld,Frank Caliendo,9
4,World,0.419,0.699,0.407,-4.598,The Great Awakening,Leeland,33
0,Ska,0.484,0.846,0.799,-5.888,Brixton,Rancid,23
0,Dance,0.559,0.414,0.472,-7.032,Did It On’em,Nicki Minaj,53
3,Children’s Music,0.657,0.7,0.61,-4.911,Sober,Mahalia,66
3,Reggaeton,0.821,0.758,0.523,-7.029,Con Flow Matalo,Reykon,34
1,Indie,0.658,0.271,0.398,-11.814,Savior,St. Vincent,50
3,Ska,0.776,0.637,0.52,-3.899,One by One - Acoustic Version,Against Me!,22
3,Rap,0.844,0.85,0.608,-2.882,Arrest The President,Ice Cube,65
4,Reggaeton,0.653,0.84,0.246,-3.597,Tu Eres 2,Dvice,31
4,Alternative,0.533,0.724,0.505,-8.954,Curls,Madvillain,51
1,Rap,0.768,0.417,0.086,-9.853,DEEPER THAN RAP,YG,50
4,Rock,0.655,0.687,0.411,-11.789,Living On My Own,Freddie Mercury,56
2,Jazz,0.442,0.2,0.228,-18.981,We Will Meet Again (For Harry) - Remastered Version,Bill Evans,44
4,Folk,0.567,0.708,0.279,-11.569,Torches,The Oh Hellos,40
4,Comedy,0.586,0.977,0.248,-6.351,Turn The Other Cheek,Paul Mooney,18
4,Pop,0.379,0.503,0.284,-5.814,Handmade Heaven,MARINA,72
1,Soul,0.705,0.392,0.31,-5.276,Strictly Reserved for You - Stripped-Down Mix,Charles Bradley,30
3,Soul,0.619,0.807,0.776,-8.18,Walk Away From Love,David Ruffin,36
1,Rap,0.673,0.532,0.152,-7.229,Private Show,T.I.,53
4,Folk,0.415,0.478,0.304,-6.665,Don't Let It Bring You Down,Annie Lennox,47
4,Comedy,0.413,0.961,0.309,-9.477,Easy Cooking,Maria Bamford,23
1,Soul,0.435,0.331,0.403,-7.551,You Should Know Where I’m Coming From,BANKS,47
3,Alternative,0.749,0.733,0.722,-5.606,High,Sir Sly,60
1,Movie,0.625,0.252,0.689,-21.415,"Emilie Jolie, la grand-mère, le loup & le conteur",Henri Salvador,16
4,Comedy,0.537,0.919,0.465,-8.439,Poor Logic,Maria Bamford,21
4,Hip-Hop,0.773,0.641,0.156,-5.433,Strangers (feat. Mark Diamond & Jaga),Shelton Harris,62
4,Soundtrack,0.111,0.731,0.117,-7.598,Wolf King,Two Steps from Hell,40
3,Ska,0.576,0.94,0.844,-3.003,Take On Me,Reel Big Fish,60
3,Soul,0.799,0.514,0.454,-6.794,I Get Lonely,Janet Jackson,56
3,Children's Music,0.837,0.293,0.873,-12.97,See Amid the Winter's Snow,Children Songs Company,0
1,Folk,0.494,0.267,0.166,-11.54,Cursive,Billie Marten,63
0,Rap,0.698,0.731,0.312,-3.46,Banded Up (feat. XXXTENTACION),Ronny J,71
0,Comedy,0.564,0.873,0.162,-6.321,New Clothes,Patton Oswalt,29
1,Movie,0.635,0.363,0.316,-18.576,Welcome to Hell (Jfl 1987),Rowan Atkinson,8
3,Dance,0.705,0.903,0.935,-4.091,Like A Champion,Selena Gomez,52
0,Soul,0.45,0.718,0.715,-4.035,Smokin' And Ridin' (feat. Freddie Gibbs & Problem),BJ The Chicago Kid,53
4,Rap,0.728,0.676,0.307,-5.131,Unforgettable (feat. Swae Lee) - Major Lazer Remix,French Montana,62
1,Blues,0.489,0.415,0.357,-7.466,Maybe,The Chantels,43
0,Anime,0.428,0.914,0.583,-4.353,Univer Page,Suzuko Mimori,20
3,Alternative,0.646,0.945,0.796,-5.689,Everything To Everyone,Everclear,47
0,Jazz,0.363,0.355,0.437,-13.968,Holy Thursday,David Axelrod,40
2,Opera,0.427,0.0505,0.0503,-19.825,"La traviata - original version / Act 1: Ah, fors'è lui...Sempre libera",Giuseppe Verdi,4
3,Dance,0.694,0.854,0.803,-3.891,Something Big,Shawn Mendes,60
4,Rap,0.715,0.716,0.0619,-5.254,The Struggle Is Real,Struggle Jennings,55
3,Children's Music,0.888,0.587,0.968,-9.47,I'm Jumpin' to the Beat of the Music: Addition Facts 3,Kim Mitzo Thompson,0
1,Indie,0.317,0.328,0.088,-10.084,Waiting,Alice Boman,46
3,Ska,0.584,0.929,0.722,-4.103,Played Out,The Urge,16
3,Rock,0.573,0.902,0.876,-7.638,Take on Me,a-ha,84
1,Country,0.569,0.442,0.254,-7.012,Stars Over Texas,Tracy Lawrence,46
3,Dance,0.653,0.794,0.645,-3.828,After The Afterparty (feat. Lil Yachty),Charli XCX,61
1,Country,0.671,0.241,0.598,-12.758,Treetop Flyer - Demo,Stephen Stills,45
3,Reggaeton,0.711,0.825,0.804,-4.553,Tu Sombra,JEN,30
4,Electronic,0.654,0.6,0.406,-6.174,Warp 1.9 (feat. Steve Aoki),The Bloody Beetroots,48
2,Movie,0.0955,0.0446,0.0474,-24.823,The Prologue 1915-1923,Randy Newman,19
3,Blues,0.789,0.494,0.826,-13.702,Right Place Wrong Time,Dr. John,55
3,Children's Music,0.733,0.25,0.833,-10.601,The Dreidel Song,Kimbo Children's Music,0
1,Pop,0.439,0.483,0.292,-9.449,How Great (feat. Jay Electronica & My cousin Nicole),Chance the Rapper,59
2,Soundtrack,0.29,0.0023,0.146,-31.883,The Way It Was,Gustavo Santaolalla,40
3,Children's Music,0.952,0.237,0.776,-16.172,Winkum Winkum,Juice Music,0
3,Reggae,0.763,0.822,0.603,-5.319,Rude Boy Ting (Dat A Di Ting),Aidonia,24
1,Folk,0.48,0.435,0.538,-8.851,Wasn't Born to Follow,The Byrds,52
0,Children’s Music,0.529,0.521,0.438,-5.277,The Breakup Song,Francesca Battistelli,62
1,Anime,0.504,0.38,0.0535,-11.826,Call of Silence,Hiroyuki Sawano,49
1,Folk,0.642,0.339,0.355,-11.884,A Lack Of Color,Death Cab for Cutie,54
3,Rap,0.785,0.566,0.611,-8.488,I Just Wanna Party,Yelawolf,50
1,Anime,0.555,0.454,0.462,-12.103,恋夢,Suara,17
3,Hip-Hop,0.678,0.648,0.635,-5.892,1985 - Intro to “The Fall Off”,J. Cole,74
4,Comedy,0.538,0.767,0.655,-8.163,Bonus Track!,Dane Cook,26
2,Opera,0.0708,0.145,0.0316,-18.021,"Tannhäuser - Paris version / Act 1: ""Naht euch dem Strande"" (Venusberg Music)",Richard Wagner,11
4,Rock,0.466,0.833,0.661,-4.215,Killing In The Name,Rage Against The Machine,78
0,Alternative,0.613,0.702,0.533,-4.801,Call Me,Kali Uchis,46
0,Children’s Music,0.358,0.856,0.542,-2.934,The Last Night,Skillet,55
4,Hip-Hop,0.668,0.828,0.357,-4.009,All I Have,NF,64
1,Comedy,0.564,0.346,0.629,-18.167,Pokémon No,The Sklar Brothers,10
4,Children’s Music,0.564,0.758,0.597,-6.85,Daylight,Aesop Rock,52
0,R&B,0.472,0.553,0.328,-5.592,Nintendo Game,Alessia Cara,57
0,Alternative,0.379,0.801,0.221,-4.727,Stand In The Rain,Superchick,39
0,Ska,0.628,0.869,0.868,-5.821,A Vos,Los Caligaris,49
0,Ska,0.379,0.987,0.691,-3.018,Stealing People's Mail,Dead Kennedys,31
0,Anime,0.468,0.932,0.703,-5.069,WE GOTTA POWER (2005 ver.) (ドラゴンボールZ),Hironobu Kageyama,28
0,World,0.42,0.761,0.385,-4.05,The Power of Your Name,Lincoln Brewster,33
2,Soundtrack,0.0635,0.0278,0.0347,-24.913,Not Doing Nothing Anymore,Geoff Zanelli,29
1,Country,0.749,0.246,0.308,-12.847,"Baby, I Love Your Way",Peter Frampton,50
3,Children's Music,0.601,0.523,0.919,-11.84,"Toes Up, Toes Down (Instrumental)",Kimbo Children's Music,0
0,Pop,0.687,0.792,0.774,-5.622,The Other Side (with MAX & Ty Dolla $ign),MAX,64
3,R&B,0.839,0.639,0.656,-5.682,Semi-Gun,Vedo,49
0,Soul,0.476,0.607,0.927,-8.508,Nantucket Island,Willie Wright,41
0,Rock,0.556,0.758,0.357,-4.751,Granddaddy's Gun,Aaron Lewis,54
4,Jazz,0.536,0.622,0.619,-9.584,Glow,Peter White,32
2,Opera,0.449,0.0391,0.0847,-21.905,From my Life: Programming Lieder Recitals,Dietrich Fischer-Dieskau,12
1,Soul,0.881,0.37,0.362,-9.056,Like A Razor,Klyne,44
0,Anime,0.4,0.635,0.34,-9.861,ヌエドリ,Suara,21
3,Anime,0.595,0.838,0.845,-3.582,Frasco,eufonius,18
3,Pop,0.687,0.509,0.651,-9.173,Ace,Noname,64
3,R&B,0.74,0.81,0.436,-5.231,Bittersweet,Fantasia,41
2,Soundtrack,0.0664,0.0156,0.0386,-25.661,"End Credits (From ""Cast Away"")",Alan Silvestri,27
3,Alternative,0.751,0.539,0.486,-8.792,Someone Else,Emotional Oranges,48
0,Comedy,0.395,0.839,0.734,-5.611,The Perfect Woman (live),Bo Burnham,37
4,Folk,0.581,0.75,0.325,-7.211,Crystals,Of Monsters and Men,64
2,Classical,0.441,0.0544,0.143,-17.408,Union Station (800 N. Alameda St.),Gabriel Kahane,27
0,Reggae,0.627,0.624,0.967,-7.54,Qué Será Ahora,The Cat Empire,42
3,Reggaeton,0.848,0.78,0.659,-5.902,Taladro,Eddie Dee,47
3,Dance,0.697,0.699,0.701,-6.926,There's Nothing Holdin' Me Back - MTV Unplugged,Shawn Mendes,60
0,World,0.377,0.65,0.365,-5.902,Cherry-coloured Funk,Cocteau Twins,61
3,Hip-Hop,0.773,0.632,0.474,-5.917,A.O.K,Adrian Eagle,52
3,Ska,0.874,0.41,0.754,-13.785,You're No Good,Ken Boothe,28
0,Electronic,0.688,0.632,0.266,-8.351,Mirrors,Sumthin Sumthin,32
1,Movie,0.666,0.178,0.414,-16.705,"La partie de bille (par Véronique Jannot, Paul Ventimila, Michèle Laroque, Lorie Pester & Lisa Angell)",Martin & les fées,2
2,Soundtrack,0.179,0.262,0.0379,-17.525,Death of Titanic,James Horner,24
1,Indie,0.383,0.232,0.155,-11.247,All We've Done (Lost Recording #9),Mark Diamond,58
2,Soundtrack,0.244,0.471,0.0932,-14.616,The Race of His Life,Blake Neely,35
1,Dance,0.645,0.481,0.519,-10.442,Kaleidoscope Dream,Miguel,44
1,Folk,0.524,0.556,0.274,-9.537,Hippy Hill,Grouplove,49
3,Reggaeton,0.64,0.77,0.797,-3.876,Juraste,Sky Rompiendo,59
4,Indie,0.721,0.666,0.323,-8.226,Far Alone,G-Eazy,61
3,Children’s Music,0.614,0.677,0.717,-8.317,"There, There",Radiohead,56
3,Movie,0.642,0.367,0.886,-13.277,I'm Gonna Sit Right Down and Write Myself a Letter,Scatman Crothers,14
0,Indie,0.329,0.319,0.29,-12.078,Our Remains,Beta Radio,66
2,Soundtrack,0.0849,0.15,0.0412,-13.836,Deep Forest,Javier Navarrete,21
3,Comedy,0.577,0.763,0.826,-13.479,The First Blow-Job - Live at Rascals Comedy Club (NJ) / 1990,Andrew Dice Clay,10
0,Reggaeton,0.754,0.509,0.656,-13.743,Dale Duro,Cheka,29
2,Soundtrack,0.167,0.0468,0.0367,-29.892,Falling In Love,John Barry,37
3,Reggae,0.866,0.458,0.577,-8.434,Cool Out Son,Junior Murvin,38
3,Children’s Music,0.898,0.471,0.41,-10.13,At All,KAYTRANADA,51
4,World,0.439,0.611,0.105,-6.632,Overflow (Live),Red Rocks Worship,38
1,Soundtrack,0.579,0.424,0.603,-27.642,VII. Orlando: Entropy,Max Richter,28
4,World,0.432,0.638,0.268,-5.942,All For You Jesus,Vineyard Worship,24
1,Blues,0.51,0.62,0.551,-12.232,Just Like Tom Thumb's Blues,Medicine Head,34
0,Electronic,0.551,0.94,0.29,-5.387,SHEKNOWSHEBAD,Herobust,26
3,World,0.721,0.712,0.734,-3.813,Ce N'est Pas Bon,Amadou & Mariam,36
1,Soul,0.535,0.243,0.29,-8.565,What's Going On - Recorded at Spotify Studios NYC,John Legend,51
3,Pop,0.841,0.629,0.676,-3.033,GPS,Maluma,70
4,Rap,0.701,0.76,0.301,-6.561,When I'm Gone,Wiz Khalifa,60
3,Reggaeton,0.853,0.846,0.668,-6.385,Donde Estan Los Que Fuman,DJ Nelson,29
0,Pop,0.684,0.791,0.529,-4.435,RERUN (feat. Travis Scott),Quavo,67
0,Comedy,0.626,0.473,0.665,-13.465,Follow the Gorilla,Matt Braunger,24
0,Alternative,0.48,0.923,0.434,-4.062,In My Head,Queens of the Stone Age,44
1,Children’s Music,0.784,0.43,0.236,-8.756,Falling,Trevor Daniel,68
0,Alternative,0.49,0.82,0.358,-4.122,"Bullet Holes (From ""John Wick: Chapter 3 - Parabellum"")",Bush,58
1,World,0.558,0.15,0.179,-14.946,Hello from the Edge of the Earth,Mary Lattimore,52
1,Hip-Hop,0.844,0.52,0.289,-10.626,Carrollton,$uicideBoy$,72
1,Jazz,0.559,0.419,0.339,-12.804,Water Runs Dry,Chuck Loeb,36
0,Children’s Music,0.586,0.759,0.574,-4.992,Tennessee Mountain Top - Single Version,Kid Rock,46
1,Reggae,0.822,0.542,0.364,-10.07,Wake up Call,Rebelution,36
0,Reggae,0.585,0.666,0.471,-7.055,Great Spirit,Nahko and Medicine for the People,39
3,World,0.723,0.883,0.849,-6.595,Atwer Abroba,Ebo Taylor,42
0,Children’s Music,0.4,0.968,0.434,-4.421,Helter Skelter,Rob Zombie,52
1,Folk,0.464,0.19,0.104,-14.978,A Burning Hill,Mitski,46
4,Rock,0.316,0.748,0.256,-8.187,It All Feels Right,Washed Out,55
1,Soundtrack,0.698,0.459,0.304,-12.97,Foreign Contaminant,Thomas Newman,26
3,Electronic,0.575,0.798,0.658,-8.362,As If You’ve Never Been Away,Ulrich Schnauss,24
3,Pop,0.892,0.588,0.753,-4.287,Boys,Lizzo,60
1,Jazz,0.613,0.142,0.472,-9.796,Hylla,Flughand,57
3,Rap,0.755,0.575,0.49,-8.393,Mob Ties,Drake,80
4,Hip-Hop,0.719,0.497,0.345,-7.661,ATM,J. Cole,77
0,R&B,0.673,0.669,0.568,-9.64,Missing,DRAMA,51
4,Soul,0.488,0.662,0.374,-8.249,Shadows (feat. Josh Rubin),Big Wild,39
1,Pop,0.668,0.459,0.29,-7.668,Dernière danse,Indila,67
3,Pop,0.6,0.754,0.641,-4.204,Be Your Friend‬‬,Vigiland,75
2,Soundtrack,0.0874,0.133,0.0592,-19.517,Amy's Theme (feat. The BBC National Orchestra of Wales),Murray Gold,25
2,Opera,0.247,0.256,0.0395,-14.993,"I Capuleti e i Montecchi, Act I: Act I Scene 2: Oh, Quante volte, oh quante (Giulietta)",Vincenzo Bellini,8
0,Hip-Hop,0.677,0.52,0.768,-6.255,Peaches and Cream,112,68
3,Reggae,0.715,0.665,0.922,-8.113,Reap What You Sow,Lucky Dube,28
4,Hip-Hop,0.671,0.702,0.235,-5.642,Hurt To Look - From Swaecation,Rae Sremmurd,62
1,Soundtrack,0.468,0.439,0.0337,-14.585,Altered Carbon Main Titles,Jeff Russo,30
3,Children’s Music,0.597,0.593,0.865,-8.582,Jah Werx,Susto,45
1,Soul,0.762,0.39,0.21,-10.031,Certainly,Erykah Badu,47
2,Classical,0.574,0.0149,0.191,-21.515,You,Akira Kosemura,29
3,Soul,0.702,0.634,0.897,-4.996,Another Day,Jamie Lidell,55
3,Reggaeton,0.694,0.936,0.733,-4.196,El Besito,Pasabordo,44
3,Soul,0.705,0.427,0.749,-12.502,Joy And Pain - Remastered,Maze,48
2,Opera,0.298,0.00905,0.0915,-39.037,"Coppelia, Act II: Valse de la poupee",Léo Delibes,10
3,Hip-Hop,0.739,0.539,0.835,-9.735,Bottom of the Bottle (feat. August Alsina & Lil Wayne),Curren$y,54
4,Blues,0.6,0.603,0.446,-9.412,Alone In My Home,Jack White,34
3,Country,0.586,0.868,0.669,-4.368,What Is It With You,Luke Bryan,36
3,Rap,0.72,0.672,0.705,-6.852,Right Round,Flo Rida,73
2,Classical,0.446,0.0917,0.377,-26.467,"St. John Passion, BWV 245, Pt. 2: No. 21g, Da Pilatus das Wort hörete",Johann Sebastian Bach,16
1,Hip-Hop,0.797,0.437,0.186,-11.58,Burn Slow (feat. Rae Sremmurd),Wiz Khalifa,50
3,Anime,0.622,0.751,0.793,-5.25,Sign (TVアニメ「五等分の花嫁」エンディングテーマ) - TV Edit,内田彩,28
2,Classical,0.232,0.11,0.214,-19.649,Andante e tema con variazioni in E-Flat Major,Gioachino Rossini,0
3,Reggaeton,0.702,0.634,0.863,-6.391,Tal Como Eres,Reykon,49
4,Comedy,0.576,0.795,0.46,-12.071,Homeless People,Donald Glover,27
3,Rap,0.762,0.42,0.584,-3.02,Poppin' - Main,Chris Brown,53
