cluster,genre,danceability,energy,valence,loudness,track_name,artist_name,popularity
3,Pop,0.738,0.563,0.876,-5.467,Confident,Justin Bieber,58
0,Children’s Music,0.539,0.846,0.49,-5.539,Burgundy,Earl Sweatshirt,54
4,Blues,0.468,0.612,0.214,-9.226,Minotaur,Thee Oh Sees,39
4,Blues,0.384,0.846,0.272,-5.591,Here I Go Again 87 - 2017 Remaster,Whitesnake,34
2,Opera,0.233,0.108,0.0343,-23.338,Cavalleria rusticana: Ave Maria,Pietro Mascagni,19
1,Indie,0.594,0.504,0.146,-8.182,Morning Light,Doja Cat,36
4,Dance,0.701,0.724,0.425,-5.751,Like a Boy,Ciara,60
4,Children’s Music,0.295,0.883,0.118,-3.897,Knife Prty,Deftones,55
4,Reggae,0.75,0.831,0.324,-8.708,Si Lo Uso,Rawayana,38
2,Classical,0.0639,0.0196,0.0309,-22.549,"The Planets, Op. 32: 5. Saturn, the Bringer of Old Age",Gustav Holst,24
3,Alternative,0.746,0.606,0.683,-8.864,Sentimento Original,Gondwana,40
4,Pop,0.557,0.801,0.654,-3.602,NO,Meghan Trainor,70
1,Hip-Hop,0.703,0.571,0.26,-13.1,VIVID DREAMS,KAYTRANADA,58
1,Opera,0.541,0.159,0.542,-16.93,"Cephale et Procris, ou L'amour conjugal (arr. S. Suzuki for violin and piano): Tambourin (arr. for violin and piano)",André-Ernest-Modeste Grétry,12
4,Blues,0.438,0.717,0.593,-13.226,Welcome to My Nightmare,Alice Cooper,38
4,Folk,0.459,0.478,0.417,-6.942,Otis,Houndmouth,46
0,Alternative,0.576,0.956,0.706,-3.53,Droppin' Plates,Disturbed,49
3,R&B,0.808,0.605,0.582,-7.425,Rich Girl Mood,Dounia,53
1,R&B,0.64,0.477,0.163,-9.193,Precious,Kevin Garrett,53
1,Folk,0.472,0.457,0.321,-7.787,Leonie,Frankie Cosmos,49
3,World,0.52,0.619,0.786,-8.118,Bienvenida a Tijuana,Manu Chao,46
0,Reggae,0.67,0.248,0.826,-11.626,You Have Caught Me,The Melodians,30
1,Movie,0.538,0.272,0.451,-17.01,Les pachydermes,Jean Claude Corbel,0
1,R&B,0.713,0.547,0.118,-9.181,Natural Fools,Maribou State,56
3,Jazz,0.507,0.566,0.706,-9.446,El Watusi,Ray Barretto,41
1,Rap,0.642,0.44,0.123,-10.909,PCH,Jaden Smith,66
1,Alternative,0.296,0.421,0.211,-8.724,A.M. 180,Grandaddy,46
4,Indie,0.566,0.819,0.525,-5.246,Troublemaker,Grizfolk,53
3,Reggae,0.846,0.866,0.728,-2.92,Party Tun Up,Mr. Vegas,42
1,R&B,0.858,0.398,0.258,-11.306,Paranoid (feat. B.o.B),Ty Dolla $ign,63
1,Comedy,0.522,0.499,0.218,-8.733,Priest,Stephen Lynch,23
4,Hip-Hop,0.876,0.519,0.158,-6.531,Plug Walk,Rich The Kid,84
1,Electronic,0.759,0.492,0.0899,-7.795,I'm Aquarius,Metronomy,51
0,Pop,0.469,0.592,0.0938,-4.962,Big Girls Cry,Sia,59
0,Ska,0.301,0.943,0.544,-3.963,In Her Drawer,Rx Bandits,31
1,Movie,0.562,0.107,0.488,-17.675,Nobody,Pearl Bailey,3
3,Movie,0.741,0.531,0.815,-9.064,"Bouba, le petit ourson",Chantal Goya,31
4,World,0.525,0.718,0.288,-5.464,No One Like Our God,Lincoln Brewster,61
0,Blues,0.477,0.883,0.794,-5.889,You Got Me Floatin',Jimi Hendrix,39
3,Reggaeton,0.789,0.476,0.892,-8.451,Poca Ropa,Cheka,28
0,Dance,0.515,0.463,0.41,-7.456,AF1s,Chelsea Cutler,56
0,Hip-Hop,0.538,0.655,0.25,-9.339,Badlands,Brennan Savage,59
3,Reggae,0.789,0.713,0.76,-7.598,Reggae In My Head,Ziggy Marley,25
3,R&B,0.74,0.749,0.883,-5.712,BBC,BbyMutha,40
1,Jazz,0.387,0.462,0.319,-11.514,Be Ever Wonderful,"Earth, Wind & Fire",48
1,Pop,0.6,0.304,0.17,-11.969,East Atlanta Love Letter (feat. Future),6LACK,72
1,Alternative,0.369,0.31,0.165,-13.384,Breakers Roar,Sturgill Simpson,50
0,Blues,0.609,0.536,0.469,-8.076,Anthem,Greta Van Fleet,57
4,Classical,0.547,0.902,0.554,-8.628,A Lil' Ain't Enough,David Lee Roth,37
3,Ska,0.729,0.812,0.962,-4.617,Ten Seconds Never Seemed So Long,Rx Bandits,18
3,Ska,0.796,0.564,0.964,-10.737,Sally Brown,Laurel Aitken,33
3,Pop,0.878,0.446,0.805,-6.362,Day 'N' Nite (nightmare),Kid Cudi,74
1,Indie,0.44,0.339,0.353,-8.191,A Wilder Heart - Acoustic,Prides,48
3,Rock,0.602,0.877,0.617,-6.606,Photograph,Def Leppard,60
3,Country,0.657,0.63,0.544,-6.814,Unforgettable - Radio Mix,Thomas Rhett,43
4,Children’s Music,0.566,0.889,0.141,-5.22,Feel So Numb,Rob Zombie,54
1,Movie,0.474,0.304,0.593,-9.48,Quand On S'aime À Paris,Henri Salvador,0
0,R&B,0.657,0.568,0.412,-8.974,Lately,Wet,49
3,Children’s Music,0.655,0.893,0.873,-2.745,Rearview,Bad Suns,52
4,Reggae,0.753,0.841,0.387,-6.435,Day by Day,Rebelution,37
3,Rap,0.785,0.62,0.478,-6.668,wokeuplikethis*,Playboi Carti,76
1,Electronic,0.244,0.487,0.179,-10.916,Blind,Jimi Tenor,33
3,Indie,0.606,0.638,0.817,-6.994,10 Lovers,The Black Keys,55
4,Reggae,0.527,0.508,0.636,-8.428,Collie-Man,Slightly Stoopid,36
3,Ska,0.764,0.606,0.798,-10.254,International Jet Set - 2015 Remaster,The Specials,30
1,Blues,0.545,0.582,0.561,-12.656,Climbing Higher Mountains,Aretha Franklin,36
0,Indie,0.714,0.701,0.486,-6.942,Adeline (feat. Paigey Cakey and Hex) - ADP Version,alt-J,45
0,Rap,0.521,0.804,0.553,-4.395,Workin' on,Colt Ford,66
3,Children's Music,0.723,0.842,0.72,-6.474,Ladybug's Picnic,Little Apple Band,1
1,Country,0.391,0.392,0.155,-14.783,Shiver And Shake,Ryan Adams,50
3,Folk,0.689,0.549,0.906,-11.936,All She Wants To Do Is Dance,Don Henley,53
3,Reggae,0.906,0.607,0.9,-8.048,Te Soñé,Vicente Garcia,51
4,Pop,0.76,0.575,0.314,-4.06,Do My Thang,Miley Cyrus,61
4,Comedy,0.628,0.861,0.501,-6.007,No Kids Night,John Heffron,22
3,Reggaeton,0.734,0.866,0.779,-5.06,Zion & Lennox: Se Comenta,DJ Nelson,40
3,Rap,0.839,0.641,0.462,-5.837,NCAA,2 Chainz,70
1,Folk,0.353,0.239,0.159,-11.059,Motion Sickness (Demo - Bonus Track),Phoebe Bridgers,62
3,Rap,0.639,0.332,0.866,-11.482,DR. WHOEVER,Aminé,66
1,Rock,0.639,0.347,0.247,-12.322,Toes,Glass Animals,60
0,Pop,0.57,0.83,0.765,-5.096,All Night,WALK THE MOON,64
0,Ska,0.489,0.995,0.639,-2.004,Better Life,The Bouncing Souls,29
3,Reggaeton,0.849,0.496,0.775,-11.578,Miedo al Amor,Felipe Peláez,29
0,Pop,0.653,0.816,0.816,-4.353,Despacito - Remix,Luis Fonsi,82
4,Indie,0.652,0.784,0.445,-4.102,Electric Touch,A R I Z O N A,62
1,Movie,0.432,0.168,0.346,-12.063,Anyone Can Whistle / Not While I'm Around,Susan Egan,27
3,Rap,0.745,0.685,0.437,-5.7,Kelly Price (feat. Travis Scott),Migos,68
4,Pop,0.814,0.611,0.361,-4.508,Good Bad,Ella Mai,65
0,Children’s Music,0.295,0.797,0.107,-3.193,Lost In Hollywood,System Of A Down,65
3,Comedy,0.679,0.697,0.778,-5.737,24 de Abril Honorio y Compañía (En Vivo),Franco Escamilla,29
3,Children's Music,0.861,0.477,0.649,-11.993,Bean Bag Kick Line / Eye Hand / Eye Foot Coordination,Kimbo Children's Music,0
2,Soundtrack,0.577,0.0986,0.166,-19.809,The Tale Of Viktor Navorski - The Terminal/Soundtrack Version,John Williams,39
2,Movie,0.267,0.087,0.0395,-22.93,Rite of Spring - Irwin Kostal Re-Record 1982,Irwin Kostal,20
3,Jazz,0.844,0.415,0.978,-7.468,Always Something...,DJ Mitsu The Beats,37
3,Indie,0.813,0.617,0.526,-7.036,I Didn’t Just Come Here To Dance,Carly Rae Jepsen,51
2,Opera,0.263,0.0826,0.167,-21.85,Hallelujah,Renée Fleming,10
2,Jazz,0.501,0.202,0.134,-21.447,"You Know, You Know - Remastered",Mahavishnu Orchestra,41
3,Rap,0.559,0.535,0.62,-8.136,Bitches N Marijuana,Chris Brown,65
4,Rock,0.379,0.716,0.239,-4.312,Gasoline,Audioslave,62
4,Dance,0.7,0.442,0.257,-6.566,Summer,ALMA,58
1,Indie,0.591,0.41,0.308,-8.762,Emmylou,Vance Joy,48
4,Ska,0.398,0.906,0.543,-4.843,All Out of Love,Me First and the Gimme Gimmes,33
2,Soundtrack,0.173,0.0281,0.0283,-30.28,No Weapons,Kyle Dixon & Michael Stein,36
1,Indie,0.466,0.257,0.245,-9.087,Have You Ever Been (To Electric Ladyland),Nai Palm,58
1,World,0.267,0.389,0.231,-9.648,I Wait,All Sons & Daughters,34
2,World,0.17,0.115,0.109,-20.351,Tree over River,Dean Evenson,34
4,Rock,0.512,0.526,0.249,-5.44,Sad Song (feat. Elena Coats),We The Kings,75
4,Pop,0.595,0.804,0.586,-7.911,Criminal,Fiona Apple,62
1,Anime,0.318,0.201,0.334,-16.899,Raphtalia,Kevin Penkin,27
1,Alternative,0.198,0.236,0.0722,-7.586,The Day The World Went Away,Nine Inch Nails,41
4,Reggae,0.621,0.617,0.427,-4.819,Laberintos,Dread Mar I,57
3,Dance,0.795,0.642,0.608,-4.089,Anywhere,Dillon Francis,55
4,Comedy,0.528,0.922,0.182,-7.88,Lazy,Jim Gaffigan,37
3,Reggaeton,0.735,0.872,0.678,-3.823,Calentura - Remix,Yandel,33
0,Ska,0.248,0.984,0.295,-4.564,Throw That World Away,Dwarves,22
1,Rap,0.757,0.447,0.462,-11.681,London on My Mind,Iamjakehill,54
3,Reggae,0.778,0.784,0.593,-4.77,Bloodshot Eyes,Through The Roots,42
0,Rock,0.564,0.696,0.343,-7.381,Press Restart,WALK THE MOON,52
0,Children's Music,0.569,0.836,0.649,-6.4,Have You Ever Had a Feeling?,Music with Brian,0
3,Children’s Music,0.692,0.566,0.626,-9.607,Fire Water Burn,Bloodhound Gang,58
4,Alternative,0.685,0.872,0.374,-6.317,WE KNOW WHERE YOU FUCKING LIVE,Marilyn Manson,48
2,Opera,0.258,0.05,0.133,-23.542,"Cima: ""Surge, propera, amica mea""",Philippe Jaroussky,18
1,Indie,0.551,0.329,0.344,-11.897,Wake Me,Mandolin Orange,50
0,Alternative,0.503,0.892,0.552,-4.237,Broken Record,Hollywood Undead,46
4,Jazz,0.276,0.977,0.242,-3.503,Lay Your Ghosts to Rest,Between The Buried And Me,33
1,Indie,0.64,0.258,0.641,-8.189,Agüitaecoco,Simon Grossmann,55
4,Comedy,0.469,0.995,0.0904,-4.113,Painful Shits,Dane Cook,29
2,Soundtrack,0.136,0.0801,0.072,-20.462,Casting Presbyterian Style,Mark Isham,26
0,Ska,0.346,0.928,0.361,-5.068,Nigredo,Propagandhi,32
3,Pop,0.735,0.795,0.825,-2.918,Wind flower,Mamamoo,65
4,Rap,0.617,0.541,0.43,-4.113,D(R)Own,Ghostemane,57
1,Jazz,0.785,0.338,0.445,-10.33,Every Part (For Linda),Moonchild,36
2,Opera,0.252,0.322,0.128,-13.845,Act I: Un di all'azzurro spazio guardi profondo,Umberto Giordano,11
3,Children's Music,0.686,0.56,0.946,-11.93,Jig Along Shapes,Hap Palmer,3
3,Reggaeton,0.768,0.882,0.905,-6.763,Hay Party,Ñejo,31
4,Blues,0.385,0.514,0.42,-9.943,Inizgam,Mdou Moctar,26
0,Dance,0.697,0.841,0.697,-4.339,Hair,Little Mix,65
3,Rap,0.836,0.847,0.801,-3.491,Sandy,Rico Nasty,44
3,Children's Music,0.836,0.561,0.821,-7.286,I Like...,SteveSongs,4
3,Blues,0.507,0.66,0.696,-4.957,Dust My Broom,Elmore James,43
1,Indie,0.653,0.227,0.284,-11.138,Don't Stop Believing,Clementine Duo,63
1,Indie,0.689,0.423,0.355,-8.602,College,FINNEAS,52
1,Movie,0.396,0.234,0.227,-13.139,Green Leaves Of Summer,Shelby Flint,9
1,Children's Music,0.55,0.148,0.488,-15.428,Dancing with Teddy,Music Together,22
3,Reggaeton,0.562,0.485,0.724,-6.518,El Amor De Su Vida - Versión Ranchera,Alejandro Gonzalez,30
1,Comedy,0.426,0.759,0.121,-17.43,German Cowboy In Mexico,Eddie Izzard,15
3,Ska,0.904,0.469,0.929,-7.331,Heatwave - Moving,Tommy McCook,22
2,Soundtrack,0.459,0.113,0.0612,-22.608,Sutter and Amy,Rob Simonsen,30
0,Reggaeton,0.573,0.758,0.61,-4.962,Mi Tierra,Divino,26
1,Movie,0.629,0.271,0.678,-15.867,"Une chanson douce - Le loup, la biche et le chevalier",Henri Salvador,32
0,Reggaeton,0.711,0.763,0.596,-4.376,Tu Eres De Esas,Nova y Jory,33
3,Dance,0.679,0.903,0.872,-4.914,Bring It All Back,S Club 7,65
3,Soul,0.731,0.772,0.592,-4.817,Monks,Frank Ocean,56
3,Dance,0.755,0.593,0.501,-9.472,Old Bone - Jim-E Stack Remix,Wet,56
3,Reggae,0.818,0.668,0.567,-7.808,Lonely Night,Tribal Seeds,38
1,World,0.37,0.37,0.108,-11.409,Be Still,Hillsong Worship,38
4,Electronic,0.591,0.954,0.0584,-0.911,Odyssey,Barely Alive,36
4,Folk,0.454,0.782,0.647,-6.297,Let The Sunshine In (Reprise) - Remastered 2000,The 5th Dimension,50
4,Reggaeton,0.763,0.599,0.199,-6.709,Maldad,Bryant Myers,32
0,Reggaeton,0.724,0.709,0.339,-5.557,"Darte Amor (Remix) [feat. Ozuna, Jowell & Nio Garcia]",Pusho,38
2,Classical,0.258,0.171,0.27,-22.316,"St. John Passion, BWV 245, Pt. 1: No. 5, Dein Will gescheh, Herr Gott, zugleich",Johann Sebastian Bach,19
4,Electronic,0.597,0.556,0.552,-10.872,Strictly Bongo,Bent,30
4,Blues,0.481,0.538,0.245,-8.734,Done All Wrong,Black Rebel Motorcycle Club,39
4,Rap,0.669,0.536,0.379,-8.257,Time (feat. Snoh Aalegra),Boogie,59
1,Folk,0.384,0.441,0.22,-10.411,Velvet Gloves & Spit,Timber Timbre,47
1,Anime,0.46,0.496,0.118,-11.019,Seymour's Ambition,Nobuo Uematsu,24
4,Electronic,0.349,0.809,0.247,-4.198,Won't Come Back (JVNA Remix),ARMNHMR,34
2,Soundtrack,0.157,0.255,0.0331,-17.505,The Last Resort,Lorne Balfe,36
2,Classical,0.273,0.0272,0.38,-27.581,"Unaccompanied Cello Suite No. 4 in E-Flat Major, BWV 1010: II. Allemande",Johann Sebastian Bach,37
3,Rap,0.732,0.738,0.604,-5.716,Backroads Life (feat. The Lacs),Charlie Farley,50
1,Indie,0.501,0.481,0.383,-9.316,God's Favorite Customer,Father John Misty,48
2,Jazz,0.549,0.0993,0.2,-19.719,Sway,Diana Krall,48
4,Folk,0.681,0.495,0.263,-8.06,Surprise Me,Mahalia,61
3,Ska,0.492,0.735,0.707,-14.62,Rockstar,Descendents,28
3,Indie,0.651,0.695,0.619,-6.288,Yeah (Fantasizing),boy pablo,55
1,Indie,0.251,0.497,0.036,-8.287,Northern Lights - Alessandro Cortini Remix,Death Cab for Cutie,45
4,Jazz,0.346,0.965,0.317,-5.75,Earth Departure,Animals As Leaders,33
0,Alternative,0.516,0.877,0.625,-4.358,What It Takes,Adelitas Way,52
1,Indie,0.763,0.387,0.273,-8.643,Big Jet Plane,Angus & Julia Stone,66
0,Ska,0.472,0.919,0.963,-3.489,You Left Right?,The Mighty Mighty Bosstones,26
0,Electronic,0.252,0.872,0.399,-3.752,Let Forever Be,The Chemical Brothers,56
1,World,0.555,0.249,0.546,-18.847,Feeling Good,Dorothy Ashby,39
1,World,0.449,0.456,0.786,-14.77,The Lord's Prayer (Underscore),Don Moen,38
2,Soundtrack,0.0762,0.0217,0.0346,-24.505,The Great Eye,Howard Shore,34
3,Soul,0.716,0.556,0.487,-4.932,Silk Jam,Louis Futon,37
2,Classical,0.38,0.181,0.764,-21.9,"Violin Sonata No. 1 in G Minor, BWV 1001: IV. Presto",Johann Sebastian Bach,25
3,Rap,0.856,0.469,0.75,-5.708,Red Nose,Sage The Gemini,58
4,Anime,0.439,0.943,0.48,-2.497,A Place in the Sun,H△G,13
3,Dance,0.737,0.521,0.416,-4.761,I'm Still In Love With You,New Edition,52
3,Ska,0.759,0.483,0.746,-9.587,Mother's Young Gal,Desmond Dekker,26
1,Blues,0.783,0.198,0.649,-13.578,My Man,Billie Holiday,36
1,Alternative,0.46,0.54,0.0506,-5.132,Spiders,System Of A Down,59
0,Electronic,0.667,0.694,0.473,-5.912,I'll Give You The World (feat. JVMIE),QUIX,37
2,Classical,0.091,0.0619,0.0364,-23.247,Rivendell,Howard Shore,37
3,Rap,0.775,0.68,0.656,-5.508,Want to Want Me,Jason Derulo,76
0,Indie,0.603,0.332,0.492,-8.261,Most Girls - Acoustic,Clementine Duo,62
3,Electronic,0.804,0.867,0.939,-9.625,Cyclone,Dub Pistols,36
3,Reggae,0.865,0.599,0.578,-7.499,On Your Feet,The Movement,19
1,Movie,0.588,0.51,0.347,-7.403,Hello Pearl,Ken Page,0
0,Dance,0.385,0.757,0.357,-5.378,Don't Let The Sun Go Down On Me,Miley Cyrus,52
0,World,0.497,0.741,0.703,-10.38,The Russian Messenger,Rodrigo y Gabriela,22
3,Indie,0.773,0.602,0.507,-8.3,Muchacho,Kings of Leon,56
4,Children’s Music,0.68,0.747,0.331,-6.056,Fantasy,Alina Baraz,66
0,Rap,0.612,0.867,0.371,-2.924,Go To Sleep,Eminem,64
2,Classical,0.32,0.155,0.157,-20.966,"Roméo et Juliette, CG 9 / Act 1: ""Ah, je veux vivre""",Charles Gounod,40
1,Jazz,0.533,0.374,0.725,-13.901,Prélude à Go Round,Cortex,34
3,Electronic,0.78,0.79,0.628,-12.137,Beat Box (Diversion 1),Art Of Noise,36
4,Alternative,0.577,0.766,0.452,-3.786,She Looks to Me,Red Hot Chili Peppers,50
3,Anime,0.713,0.622,0.588,-9.904,Relax,Kassin,13
0,Anime,0.329,0.922,0.657,-1.602,鉛空のスターゲイザー,Good Morning America,21
3,Electronic,0.889,0.767,0.708,-4.741,Deep Breaths - TwoWorldsApart & NGTY Remix,Lookas,37
1,R&B,0.655,0.351,0.574,-9.228,Call Me Up,Aolani,46
1,Children's Music,0.544,0.247,0.579,-12.984,Ten In A Bed,Music For Little People Choir,2
2,Folk,0.454,0.168,0.12,-13.542,Wasted,Beta Radio,42
1,R&B,0.475,0.285,0.0902,-13.93,Worse,Snoh Aalegra,59
4,Country,0.53,0.805,0.359,-5.549,There’s A Girl,Trent Harmon,51
3,Anime,0.693,0.762,0.594,-5.233,Goodbye Happiness,Hikaru Utada,42
4,R&B,0.722,0.512,0.382,-5.104,Effortless,Wale,51
0,Folk,0.349,0.84,0.688,-6.551,"While My Guitar Gently Weeps - Live From Madison Square Garden, New York, U.S.A. /1971 / 2009 Digital Remaster / Concert For Bangladesh",George Harrison,51
4,Comedy,0.429,0.884,0.675,-8.726,The Bus,Tom Papa,14
2,Indie,0.34,0.115,0.13,-13.264,Atlas: Four,Sleeping At Last,53
1,Anime,0.714,0.22,0.332,-17.943,強豪校,Yuki Hayashi,18
4,Folk,0.455,0.525,0.383,-9.225,All That and More (Sailboat),Rainbow Kitten Surprise,59
0,Electronic,0.493,0.961,0.324,-4.689,More Than Ever,Kayzo,37
2,Folk,0.277,0.146,0.0394,-11.845,Flaws,Chloe Foy,57
0,Rap,0.431,0.711,0.319,-4.656,The Bees Knees,Juice WRLD,69
1,Children's Music,0.556,0.135,0.413,-17.633,Russian Folk Song,Music Together,27
0,Reggae,0.407,0.817,0.873,-9.199,Romeo - Demo,Sublime,45
1,Rap,0.829,0.357,0.0391,-11.543,No Advance,21 Savage,60
3,Children’s Music,0.707,0.683,0.567,-8.728,None Shall Pass,Aesop Rock,55
0,Rap,0.512,0.765,0.416,-7.379,Aquarium,Mac Miller,51
3,World,0.779,0.699,0.6,-8.306,Water Prayer Rasta mix ( Matt the Alien Remix ),Adham Shaikh,39
3,Indie,0.507,0.972,0.797,-2.723,Bike Dream,Rostam,54
3,Country,0.65,0.712,0.921,-8.25,"Next To You, Next To Me",Shenandoah,60
0,Indie,0.261,0.458,0.388,-6.895,"Hello, I'm In Delaware",City and Colour,51
0,Pop,0.459,0.83,0.431,-6.254,Higher,Creed,68
0,Electronic,0.617,0.921,0.708,-6.151,Save Me (feat. Katy B),Keys N Krates,42
3,World,0.753,0.723,0.961,-7.312,New Track,Francis Bebey,32
2,Opera,0.267,0.203,0.213,-14.396,"Rigoletto - Cortigiani, Vil Razza Dannata",Piero Cappuccilli,12
0,Reggae,0.457,0.651,0.908,-7.3,Cancion En La Arena,Fiel A La Vega,32
4,Comedy,0.522,0.913,0.185,-13.902,People Who Wear Visors,George Carlin,25
2,Opera,0.269,0.23,0.259,-14.84,"Rigoletto / Act 3: ""La donna è mobile"" - Extract",Giuseppe Verdi,10
1,Movie,0.557,0.174,0.3,-16.67,Maison Des Lunes,Burke Moses,30
4,Alternative,0.542,0.986,0.265,-2.663,This Calling,All That Remains,50
2,Classical,0.338,0.0438,0.25,-26.635,Chanson et Danse No. 4,Federico Mompou,35
2,Soundtrack,0.101,0.128,0.154,-20.078,The 1000 Year Comet,Joel McNeely,24
2,Opera,0.228,0.113,0.101,-21.397,Carmen Suite No.1: Prélude - Aragonaise,Georges Bizet,9
4,Movie,0.473,0.801,0.382,-5.206,I Love You - Live,Lorie,8
4,Dance,0.592,0.688,0.351,-3.434,The Other - DallasK Remix,Lauv,51
2,Classical,0.272,0.134,0.219,-20.911,"Symphony No. 8 in F Major, Op. 93: I. Allegro vivace e con brio (Live)",Ludwig van Beethoven,34
1,Folk,0.48,0.303,0.192,-13.189,Nocturne,Blanco White,63
4,Comedy,0.432,0.959,0.0798,-12.995,Spinner Rims #2,Katt Williams,17
1,Indie,0.402,0.151,0.483,-14.227,Break My Heart Again,FINNEAS,64
1,Hip-Hop,0.843,0.286,0.265,-10.575,U Guessed It,OG Maco,55
3,Reggaeton,0.719,0.756,0.672,-6.646,My Corazón,Angel Y Khriz,19
0,Movie,0.492,0.566,0.132,-8.452,L'envol - Il volo,Hélène Ségara,26
1,Jazz,0.448,0.225,0.25,-15.879,Be Real Black for Me,Roberta Flack,38
3,Folk,0.741,0.393,0.664,-10.839,To Chicago,Ciaran Lavery,40
1,Indie,0.479,0.189,0.262,-10.036,Almost Lover,Jasmine Thompson,57
1,Pop,0.903,0.503,0.203,-9.188,CUDDLE MY WRIST,Future,58
3,Reggaeton,0.871,0.856,0.834,-7.937,Maulla,Mackieaveliko,32
3,Children’s Music,0.752,0.53,0.545,-9.024,93 'Til Infinity - LP Instrumental,Souls Of Mischief,47
2,Soundtrack,0.269,0.322,0.0966,-12.239,Golden Egg,Patrick Doyle,41
3,Folk,0.618,0.588,0.768,-11.624,Land of 1000 Dances,Wilson Pickett,61
3,Soul,0.779,0.495,0.546,-7.621,Haircut,Ryan Beatty,56
1,Country,0.584,0.379,0.742,-15.575,You Ask Me To,Waylon Jennings,44
1,Alternative,0.692,0.333,0.158,-7.95,Whiskey And You,Aaron Lewis,49
3,Movie,0.604,0.481,0.898,-9.501,"I've Got a Dream - From ""Tangled""",Mandy Moore,17
2,Classical,0.17,0.108,0.0792,-16.626,"Puccini: Gianni Schicchi, Act 1: ""O mio babbino caro"" (Lauretta)",Giacomo Puccini,43
1,Classical,0.443,0.227,0.571,-21.904,"Die Entführung aus dem Serail, K. 384, Act II: Vivat Bacchus! Bacchus lebe!",Wolfgang Amadeus Mozart,14
2,Children's Music,0.314,0.0373,0.0785,-23.461,Tauet Himmel den Gerechten (Arr. for Choir & Brass Ensemble),Vienna Boys' Choir,0
3,Jazz,0.759,0.553,0.474,-11.394,Export Import,Tosca,40
1,Blues,0.357,0.178,0.24,-13.29,Drinking Again,Dinah Washington,31
1,World,0.7,0.273,0.0525,-12.066,Dreamcatcher,Bahramji & Maneesh De Moor,34
4,Rock,0.403,0.763,0.455,-6.727,Are You Experienced?,Jimi Hendrix,52
3,Hip-Hop,0.847,0.564,0.443,-9.341,Cherish The Dead,$uicideBoy$,51
1,Rock,0.673,0.265,0.641,-15.711,Out on the Weekend - 2009 Remaster,Neil Young,62
0,Rap,0.627,0.857,0.673,-4.267,Still Blazin,Wiz Khalifa,50
3,Ska,0.392,0.96,0.868,-3.987,Tus Ojos,La Resistencia,15
1,Blues,0.584,0.295,0.213,-9.524,Out There,Tyler Bryant & the Shakedown,33
1,Anime,0.491,0.262,0.18,-15.478,Memoria,Nobuo Uematsu,24
0,Alternative,0.589,0.797,0.787,-4.213,Shut Me Up,Mindless Self Indulgence,49
2,Soundtrack,0.213,0.554,0.135,-15.307,Battlefield,Alexandre Desplat,35
3,Children's Music,0.819,0.283,0.576,-6.769,"Hey Lolly, Lolly",Anna Stange,0
2,Movie,0.558,0.148,0.501,-22.151,"Ah, Hello... You Make Trouble For Me?",Lillias White,3
0,Blues,0.48,0.867,0.593,-6.24,"My Sharona - Recorded at Abbey Road Studios, London",Royal Blood,51
2,Opera,0.429,0.0279,0.138,-24.329,Giselle: Act I: Retour de la vendange et valse (The Grape-Pickers Return),Adolphe Adam,13
0,Hip-Hop,0.755,0.646,0.906,-5.137,Clika Nostra,Cartel De Santa,62
1,Dance,0.667,0.374,0.603,-13.587,Stay,Jodeci,53
0,Pop,0.242,0.983,0.301,-2.679,This Is How I Disappear,My Chemical Romance,61
4,Dance,0.616,0.605,0.185,-7.234,When The World Was At War We Kept Dancing,Lana Del Rey,61
3,Dance,0.677,0.616,0.736,-5.241,Velvet Elvis,Kacey Musgraves,68
0,Pop,0.573,0.875,0.235,-4.057,Candyman,Zedd,62
3,Country,0.669,0.861,0.72,-3.547,Brand New Girlfriend,Steve Holy,52
0,Reggaeton,0.698,0.801,0.905,-5.746,Se Te Hizo Tarde,Ñejo,62
2,Opera,0.305,0.25,0.339,-15.53,"L'elisir d'amore / Act 1: ""Quanto è bella""",Gaetano Donizetti,20
4,Rock,0.178,0.981,0.369,-1.743,Fell In Love With A Girl,The White Stripes,62
4,Dance,0.551,0.755,0.296,-6.255,Chances,Backstreet Boys,70
0,Pop,0.58,0.901,0.427,-0.958,Flashbacks,Marshmello,69
4,Electronic,0.587,0.747,0.626,-3.822,Don't Let The Man Get You Down,Fatboy Slim,30
0,Rap,0.291,0.974,0.348,-2.997,Before I Forget,Slipknot,74
0,Anime,0.537,0.951,0.628,-3.949,King & Queen,Porno Graffitti,16
2,Rock,0.327,0.155,0.0745,-18.709,Behind the World,Balmorhea,56
1,Children's Music,0.717,0.0557,0.656,-15.469,"Head, Shoulders, Knees and Toes",Anna Stange,0
4,Comedy,0.526,0.835,0.478,-7.865,Self Employed,Maria Bamford,28
3,Dance,0.72,0.732,0.848,-5.186,Whose Bed Have Your Boots Been Under?,Shania Twain,54
0,Anime,0.672,0.809,0.56,-3.887,Kirari,Ikimonogakari,28
1,Rock,0.575,0.318,0.385,-16.729,Walk On the Wild Side,Lou Reed,75
4,Soul,0.519,0.843,0.592,-6.508,We Stayed Up All Night,Tourist,56
1,Folk,0.487,0.483,0.656,-12.466,A Most Peculiar Man,Simon & Garfunkel,45
4,Electronic,0.467,0.802,0.108,-5.131,The Future (feat. Jenna Sousa),Bassnectar,33
2,Anime,0.149,0.268,0.178,-13.043,The Silent Forest,Project Destati,26
